cur_block_file_name,linux_file_name,pc_file_name,distract_condition,target_color_condition,back_color_condition,distractor_color_condition,cue_condition,target_condition,correct_response,target_pos_index_condition,MyExps.thisRepN,MyExps.thisTrialN,MyExps.thisN,MyExps.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tInstr.started,tInstr.stopped,kTrial.keys,kTrial.corr,kTrial.rt,kTrial.started,kTrial.stopped,iTrial.started,iTrial.stopped,tTrial.started,tTrial.stopped,pTrial.started,pTrial.stopped,participant,session,date,expName,psychopyVersion,frameRate,
tBlock01.csv,stimuli/block_01_trial_003.png,stimuli\block_01_trial_003.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",-1,C,slash,4,0,-1,-1,0,0,0,0,0,0,0,0,3,10.877864681999199,None,z,0,1.256327189039439,11.744186124065891,None,12.114546320983209,13.013782904017717,12.114546320983209,12.71372225205414,11.744186124065891,12.147094752988778,cindy,001,2020_May_08_1953,popout_cindy,2020.1.2,60.09205972174856,
tBlock01.csv,stimuli/block_01_trial_021.png,stimuli\block_01_trial_021.png,1,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",-1,D,z,2,0,-1,-1,0,0,0,0,0,0,1,1,21,,,slash,0,1.1065576450200751,13.047496580984443,None,13.430579739040695,None,13.430579739040695,14.030688079074025,13.047496580984443,13.448064003023319,cindy,001,2020_May_08_1953,popout_cindy,2020.1.2,60.09205972174856,
